entry_time,exit_time,direction,volume,pnl,reason
2025-10-01T00:00:00+00:00,2025-10-01T02:45:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-10-01T03:30:00+00:00,2025-10-01T03:30:00+00:00,1,0.0001,-0.0739199354009299,stop
2025-10-02T00:00:00+00:00,2025-10-02T00:45:00+00:00,1,0.0001,-0.07798994330630031,stop
2025-10-02T02:00:00+00:00,2025-10-02T02:15:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-10-03T13:45:00+00:00,2025-10-03T14:00:00+00:00,1,0.0001,-0.0915452286753709,stop
2025-10-05T23:30:00+00:00,2025-10-06T00:00:00+00:00,1,0.0001,-0.09775595477546922,stop
2025-10-07T00:00:00+00:00,2025-10-07T00:30:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-10-08T00:30:00+00:00,2025-10-08T00:30:00+00:00,1,0.0002,-0.13557430785949365,stop
2025-10-09T00:00:00+00:00,2025-10-09T01:00:00+00:00,1,0.0001,0.06497221481504929,stop
2025-10-09T01:30:00+00:00,2025-10-09T01:45:00+00:00,1,0.0001,-0.14344922202356267,stop
2025-10-13T04:15:00+00:00,2025-10-13T05:45:00+00:00,1,0.0001,0.15632055139895493,stop
2025-10-13T06:00:00+00:00,2025-10-13T13:15:00+00:00,1,0.0001,0.2799308090896028,target
2025-10-13T13:30:00+00:00,2025-10-13T16:00:00+00:00,1,0.0001,0.21118819976109698,target
2025-10-13T16:15:00+00:00,2025-10-13T16:45:00+00:00,1,0.0001,-0.11695085998703073,stop
2025-10-14T00:00:00+00:00,2025-10-14T01:15:00+00:00,1,0.0001,0.19448284919127837,target
2025-10-14T01:30:00+00:00,2025-10-14T01:30:00+00:00,1,0.0001,-0.11570191540038033,stop
2025-10-15T00:15:00+00:00,2025-10-15T00:15:00+00:00,1,0.0001,-0.12250866665887153,stop
2025-10-16T15:15:00+00:00,2025-10-16T16:30:00+00:00,1,0.0001,0.07404345501795141,stop
2025-10-20T18:00:00+00:00,2025-10-20T19:45:00+00:00,1,0.0001,0.2992535238964654,target
2025-10-20T20:00:00+00:00,2025-10-20T20:00:00+00:00,1,0.0001,-0.13459546951191734,stop
2025-10-21T00:00:00+00:00,2025-10-21T01:00:00+00:00,1,0.0001,-0.0017000000000036378,stop
2025-10-27T06:45:00+00:00,2025-10-27T08:45:00+00:00,-1,0.0001,0.27955156754659294,target
2025-10-27T20:15:00+00:00,2025-10-27T22:00:00+00:00,-1,0.0001,-0.0016999999999990907,stop
2025-10-28T00:15:00+00:00,2025-10-28T00:30:00+00:00,-1,0.0001,-0.14911267290163616,stop
2025-10-29T16:00:00+00:00,2025-10-29T17:30:00+00:00,-1,0.0001,-0.0016999999999990907,stop
2025-11-04T03:00:00+00:00,2025-11-04T06:30:00+00:00,-1,0.0001,0.0632587103253234,stop
2025-11-04T06:45:00+00:00,2025-11-04T07:15:00+00:00,-1,0.0001,-0.11798755956500209,stop
2025-11-05T00:00:00+00:00,2025-11-05T01:15:00+00:00,-1,0.0001,-0.11030600227928354,stop
2025-11-06T01:15:00+00:00,2025-11-06T02:00:00+00:00,-1,0.0001,-0.08785757413744542,stop
2025-11-10T16:15:00+00:00,2025-11-10T18:30:00+00:00,1,0.0001,0.17385562360568366,stop
2025-11-10T18:45:00+00:00,2025-11-10T19:45:00+00:00,1,0.0001,-0.0017000000000036378,stop
2025-11-10T23:45:00+00:00,2025-11-11T01:15:00+00:00,1,0.0001,0.1492737772626031,target
2025-11-11T01:30:00+00:00,2025-11-11T05:00:00+00:00,1,0.0001,0.03906566804022696,stop
2025-11-11T05:15:00+00:00,2025-11-11T05:30:00+00:00,1,0.0001,-0.0834012510534678,stop
2025-11-12T00:00:00+00:00,2025-11-12T00:45:00+00:00,1,0.0001,-0.08243942310033454,stop
2025-11-13T08:30:00+00:00,2025-11-13T09:30:00+00:00,1,0.0001,-0.12314833138707691,stop
2025-11-14T00:00:00+00:00,2025-11-14T03:45:00+00:00,1,0.0001,0.17962536191692088,stop
2025-11-14T04:00:00+00:00,2025-11-14T05:00:00+00:00,1,0.0001,-0.1264061105718276,stop
2025-11-19T10:00:00+00:00,2025-11-19T13:15:00+00:00,1,0.0001,-0.12937469713532046,stop
2025-11-20T00:00:00+00:00,2025-11-20T01:30:00+00:00,1,0.0001,-0.14442111836387378,stop
2025-11-21T07:00:00+00:00,2025-11-21T08:15:00+00:00,-1,0.0001,-0.15432665108114016,stop
2025-11-24T02:15:00+00:00,2025-11-24T04:00:00+00:00,-1,0.0001,-0.13735852207566787,stop
2025-11-25T04:00:00+00:00,2025-11-25T05:15:00+00:00,1,0.0001,-0.0017000000000036378,stop
2025-11-26T02:45:00+00:00,2025-11-26T04:00:00+00:00,1,0.0001,-0.0017000000000036378,stop
2025-11-27T02:45:00+00:00,2025-11-27T02:45:00+00:00,1,0.0001,-0.079404399104181,stop
2025-11-27T05:15:00+00:00,2025-11-27T05:45:00+00:00,1,0.0001,-0.07566135554229114,stop
2025-11-28T01:00:00+00:00,2025-11-28T02:00:00+00:00,1,0.0002,0.1541084296314635,stop
2025-11-28T02:15:00+00:00,2025-11-28T04:00:00+00:00,1,0.0002,-0.1454881672681644,stop
2025-11-28T04:15:00+00:00,2025-11-28T04:15:00+00:00,1,0.0001,-0.06840880009155008,stop
2025-11-30T23:15:00+00:00,2025-12-01T01:00:00+00:00,1,0.0001,0.05121688310464088,stop
2025-12-01T01:30:00+00:00,2025-12-01T02:15:00+00:00,1,0.0001,0.05959354223961491,stop
2025-12-01T02:30:00+00:00,2025-12-01T05:00:00+00:00,1,0.0001,-0.0017000000000036378,stop
2025-12-02T02:45:00+00:00,2025-12-02T06:15:00+00:00,1,0.0001,-0.1311972471414203,stop
